dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2006-06-15 15:00:00,569.2,578.08,552.34,2006-06-15 21:00:00,578.08,0.1,-92.52,-1.04,stop,5
SHORT,2006-06-16 19:00:00,569.5,585.12,538.86,2006-06-21 12:00:00,575.7,0.06,-39.42,-0.42,time,60
SHORT,2006-06-21 15:00:00,571.2,580.24,552.83,2006-06-21 17:00:00,580.24,0.1,-94.06,-1.04,stop,1
SHORT,2006-06-22 20:00:00,581.0,594.33,553.44,2006-06-27 13:00:00,587.1,0.07,-45.29,-0.49,time,60
LONG,2006-06-27 15:00:00,589.1,584.97,597.66,2006-06-27 18:00:00,584.97,0.22,-99.01,-1.09,stop,2
SHORT,2006-06-28 17:00:00,579.1,587.28,561.53,2006-06-29 16:00:00,587.28,0.11,-94.1,-1.05,stop,21
LONG,2006-07-10 10:00:00,628.2,626.18,633.74,2006-07-10 11:00:00,626.18,0.45,-107.64,-1.18,stop,0
LONG,2006-07-11 04:00:00,626.6,620.12,639.86,2006-07-11 19:00:00,639.86,0.14,180.51,1.99,target,14
LONG,2006-07-20 14:00:00,642.5,634.73,657.15,2006-07-20 17:00:00,634.73,0.12,-97.72,-1.05,stop,2
SHORT,2006-07-21 17:00:00,631.1,638.35,616.91,2006-07-21 18:00:00,616.91,0.12,165.85,1.91,target,0
SHORT,2006-07-21 18:00:00,621.0,638.61,584.87,2006-07-26 11:00:00,617.6,0.05,15.15,0.17,time,60
SHORT,2006-07-26 11:00:00,617.6,620.58,611.95,2006-07-26 18:00:00,620.58,0.31,-103.74,-1.12,stop,6
LONG,2006-07-28 15:00:00,631.7,624.86,646.29,2006-08-01 18:00:00,646.29,0.13,184.82,2.08,target,47
LONG,2006-08-03 21:00:00,646.6,637.86,662.59,2006-08-08 14:00:00,643.5,0.1,-34.7,-0.4,time,60
LONG,2006-08-08 19:00:00,646.2,640.23,659.04,2006-08-09 01:00:00,640.23,0.15,-95.07,-1.06,stop,4
LONG,2006-08-09 14:00:00,646.1,635.06,668.48,2006-08-10 19:00:00,635.06,0.08,-91.26,-1.03,stop,27
SHORT,2006-08-14 20:00:00,627.1,634.32,612.36,2006-08-17 12:00:00,630.0,0.12,-39.24,-0.45,time,60
SHORT,2006-08-17 16:00:00,625.5,632.48,610.33,2006-08-18 16:00:00,610.33,0.13,192.39,2.12,target,22
SHORT,2006-08-22 15:00:00,623.0,628.86,611.57,2006-08-23 14:00:00,628.86,0.16,-99.76,-1.06,stop,21
SHORT,2006-08-23 21:00:00,621.6,631.08,604.14,2006-08-28 14:00:00,622.2,0.09,-8.73,-0.1,time,60
SHORT,2006-08-28 15:00:00,621.5,624.17,616.47,2006-08-28 16:00:00,616.47,0.35,163.23,1.75,target,0
SHORT,2006-08-28 16:00:00,620.0,624.21,610.68,2006-08-29 16:00:00,610.68,0.22,196.83,2.13,target,22
SHORT,2006-08-30 12:00:00,614.2,617.02,608.25,2006-08-30 15:00:00,617.02,0.34,-108.61,-1.13,stop,2
SHORT,2006-08-30 19:00:00,615.1,621.23,603.14,2006-08-31 09:00:00,621.23,0.15,-97.48,-1.06,stop,12
LONG,2006-09-01 14:00:00,624.5,621.98,628.64,2006-09-01 15:00:00,621.98,0.37,-106.9,-1.15,stop,0
LONG,2006-09-01 18:00:00,624.7,618.8,635.0,2006-09-05 14:00:00,635.0,0.15,148.97,1.68,target,6
LONG,2006-09-07 02:00:00,635.1,631.32,641.46,2006-09-07 13:00:00,631.32,0.25,-103.74,-1.1,stop,10
SHORT,2006-09-13 17:00:00,585.6,595.06,566.99,2006-09-18 10:00:00,581.6,0.09,32.67,0.38,time,60
SHORT,2006-09-18 11:00:00,580.0,584.94,569.21,2006-09-18 18:00:00,584.94,0.19,-100.97,-1.07,stop,6
SHORT,2006-09-19 11:00:00,583.1,587.7,574.2,2006-09-19 20:00:00,574.2,0.2,170.61,1.85,target,8
